3547.85,3547.85,2304,1296
3385.7,3385.7,2304,1296
1688.9800832,1688.9800832,1296,972
2338.07142857,2338.07142857,1296,972
2338.07142857,2338.07142857,1177.66,966.66
2338.07142857,2338.07142857,1301.44,977.44
2338.07142857,2338.07142857,1296,972
