Centroid Longitude,Centroid Latitude,Top-Left Longitude,Top-Left Latitude,Bottom-Right Longitude,Bottom-Right Latitude
57.40833333333333, 25.84166666666667, 57.36666666666667, 25.883333333333333, 57.45, 25.8
54.04166666666667, 26.65833333333333, 54.0, 26.7, 54.083333333333336, 26.616666666666667
57.49166666666667, 25.84166666666667, 57.45, 25.883333333333333, 57.53333333333333, 25.8
54.125, 26.641666666666666, 54.083333333333336, 26.683333333333334, 54.166666666666664, 26.6
55.974999999999994, 26.791666666666664, 55.93333333333333, 26.833333333333332, 56.016666666666666, 26.75
56.74166666666667, 26.958333333333336, 56.7, 27.0, 56.78333333333333, 26.916666666666668
56.65833333333333, 27.008333333333333, 56.61666666666667, 27.05, 56.7, 26.96666666666667
56.05833333333334, 26.858333333333334, 56.016666666666666, 26.9, 56.1, 26.816666666666666
57.358333333333334, 25.925, 57.31666666666666, 25.96666666666667, 57.4, 25.883333333333333
54.20833333333333, 26.625, 54.166666666666664, 26.666666666666668, 54.25, 26.583333333333332
59.925, 25.458333333333336, 59.88333333333333, 25.5, 59.96666666666667, 25.416666666666668
56.875, 26.791666666666664, 56.833333333333336, 26.833333333333332, 56.916666666666664, 26.75
56.80833333333334, 26.875, 56.766666666666666, 26.916666666666668, 56.85, 26.833333333333332
54.04166666666667, 24.391666666666666, 54.0, 24.433333333333334, 54.083333333333336, 24.35
56.925, 26.708333333333336, 56.88333333333333, 26.75, 56.96666666666667, 26.666666666666668
57.25833333333333, 26.058333333333334, 57.21666666666667, 26.1, 57.3, 26.016666666666666
56.575, 27.008333333333333, 56.53333333333333, 27.05, 56.61666666666667, 26.96666666666667
54.141666666666666, 24.458333333333336, 54.1, 24.5, 54.18333333333333, 24.416666666666668
54.825, 26.59166666666667, 54.78333333333333, 26.633333333333333, 54.86666666666667, 26.55
57.575, 25.808333333333334, 57.53333333333333, 25.85, 57.61666666666667, 25.766666666666666
55.891666666666666, 26.791666666666664, 55.85, 26.833333333333332, 55.93333333333333, 26.75
56.358333333333334, 27.025, 56.31666666666666, 27.066666666666666, 56.4, 26.983333333333334
56.95833333333333, 26.625, 56.916666666666664, 26.666666666666668, 57.0, 26.583333333333332
56.65833333333333, 26.925, 56.61666666666667, 26.96666666666667, 56.7, 26.883333333333333
54.224999999999994, 24.525, 54.18333333333333, 24.566666666666666, 54.266666666666666, 24.483333333333334
57.44166666666666, 25.925, 57.4, 25.96666666666667, 57.483333333333334, 25.883333333333333
58.125, 25.725, 58.083333333333336, 25.766666666666666, 58.166666666666664, 25.683333333333334
59.84166666666667, 25.475, 59.8, 25.516666666666666, 59.88333333333333, 25.433333333333334
59.075, 25.475, 59.03333333333333, 25.516666666666666, 59.11666666666667, 25.433333333333334
54.125, 26.558333333333334, 54.083333333333336, 26.6, 54.166666666666664, 26.516666666666666
57.34166666666667, 26.008333333333333, 57.3, 26.05, 57.38333333333333, 25.96666666666667
54.724999999999994, 24.741666666666667, 54.68333333333333, 24.78333333333333, 54.766666666666666, 24.7
55.974999999999994, 26.875, 55.93333333333333, 26.916666666666668, 56.016666666666666, 26.833333333333332
54.05833333333334, 24.475, 54.016666666666666, 24.516666666666666, 54.1, 24.433333333333334
56.79166666666667, 26.791666666666664, 56.75, 26.833333333333332, 56.833333333333336, 26.75
57.65833333333333, 25.808333333333334, 57.61666666666667, 25.85, 57.7, 25.766666666666666
59.45833333333333, 25.375, 59.416666666666664, 25.416666666666668, 59.5, 25.333333333333332
55.34166666666667, 26.608333333333334, 55.3, 26.65, 55.38333333333333, 26.566666666666666
56.49166666666667, 26.975, 56.45, 27.016666666666666, 56.53333333333333, 26.933333333333334
54.30833333333334, 24.575, 54.266666666666666, 24.616666666666667, 54.35, 24.53333333333333
57.34166666666667, 26.09166666666667, 57.3, 26.133333333333333, 57.38333333333333, 26.05
54.141666666666666, 24.541666666666664, 54.1, 24.583333333333332, 54.18333333333333, 24.5
56.84166666666667, 26.708333333333336, 56.8, 26.75, 56.88333333333333, 26.666666666666668
59.775, 25.325, 59.733333333333334, 25.366666666666667, 59.81666666666666, 25.28333333333333
59.75833333333333, 25.458333333333336, 59.71666666666667, 25.5, 59.8, 25.416666666666668
56.575, 26.925, 56.53333333333333, 26.96666666666667, 56.61666666666667, 26.883333333333333
57.925, 25.608333333333334, 57.88333333333333, 25.65, 57.96666666666667, 25.566666666666666
56.875, 26.625, 56.833333333333336, 26.666666666666668, 56.916666666666664, 26.583333333333332
58.20833333333333, 25.675, 58.166666666666664, 25.71666666666667, 58.25, 25.633333333333333
54.29166666666667, 26.575, 54.25, 26.616666666666667, 54.333333333333336, 26.53333333333333
56.125, 26.941666666666666, 56.083333333333336, 26.983333333333334, 56.166666666666664, 26.9
56.70833333333333, 26.84166666666667, 56.666666666666664, 26.883333333333333, 56.75, 26.8
56.94166666666666, 26.541666666666664, 56.9, 26.583333333333332, 56.983333333333334, 26.5
57.224999999999994, 26.375, 57.18333333333333, 26.416666666666668, 57.266666666666666, 26.333333333333332
56.275, 27.075, 56.233333333333334, 27.116666666666667, 56.31666666666666, 27.03333333333333
59.69166666666666, 25.325, 59.65, 25.366666666666667, 59.733333333333334, 25.28333333333333
54.358333333333334, 24.65833333333333, 54.31666666666667, 24.7, 54.4, 24.616666666666667
54.44166666666666, 26.758333333333333, 54.4, 26.8, 54.483333333333334, 26.71666666666667
59.925, 25.541666666666664, 59.88333333333333, 25.583333333333332, 59.96666666666667, 25.5
58.04166666666667, 25.708333333333336, 58.0, 25.75, 58.083333333333336, 25.666666666666668
54.20833333333333, 26.541666666666664, 54.166666666666664, 26.583333333333332, 54.25, 26.5
58.99166666666667, 25.525, 58.95, 25.566666666666666, 59.03333333333333, 25.483333333333334
59.95833333333333, 25.291666666666664, 59.916666666666664, 25.333333333333332, 60.0, 25.25
56.825, 26.958333333333336, 56.78333333333333, 27.0, 56.86666666666667, 26.916666666666668
59.375, 25.375, 59.333333333333336, 25.416666666666668, 59.416666666666664, 25.333333333333332
54.224999999999994, 24.608333333333334, 54.18333333333333, 24.65, 54.266666666666666, 24.566666666666666
56.224999999999994, 26.825, 56.18333333333333, 26.866666666666667, 56.266666666666666, 26.78333333333333
59.54166666666667, 25.34166666666667, 59.5, 25.383333333333333, 59.583333333333336, 25.3
59.858333333333334, 25.291666666666664, 59.81666666666666, 25.333333333333332, 59.9, 25.25
56.40833333333333, 26.941666666666666, 56.36666666666667, 26.983333333333334, 56.45, 26.9
58.125, 25.641666666666666, 58.083333333333336, 25.683333333333334, 58.166666666666664, 25.6
55.75833333333333, 26.741666666666667, 55.71666666666667, 26.78333333333333, 55.8, 26.7
55.75833333333333, 26.608333333333334, 55.71666666666667, 26.65, 55.8, 26.566666666666666
54.608333333333334, 26.641666666666666, 54.56666666666667, 26.683333333333334, 54.65, 26.6
57.20833333333333, 26.291666666666664, 57.166666666666664, 26.333333333333332, 57.25, 26.25
56.15833333333333, 26.741666666666667, 56.11666666666667, 26.78333333333333, 56.2, 26.7
59.575, 25.525, 59.53333333333333, 25.566666666666666, 59.61666666666667, 25.483333333333334
54.625, 24.875, 54.583333333333336, 24.916666666666668, 54.666666666666664, 24.833333333333332
56.49166666666667, 26.891666666666666, 56.45, 26.933333333333334, 56.53333333333333, 26.85
54.875, 25.008333333333333, 54.833333333333336, 25.05, 54.916666666666664, 24.96666666666667
56.625, 26.84166666666667, 56.583333333333336, 26.883333333333333, 56.666666666666664, 26.8
56.925, 24.041666666666664, 56.88333333333333, 24.083333333333332, 56.96666666666667, 24.0
58.475, 25.491666666666667, 58.43333333333334, 25.53333333333333, 58.516666666666666, 25.45
55.575, 25.475, 55.53333333333333, 25.516666666666666, 55.61666666666667, 25.433333333333334
58.90833333333333, 25.59166666666667, 58.86666666666667, 25.633333333333333, 58.95, 25.55
54.44166666666666, 24.708333333333336, 54.4, 24.75, 54.483333333333334, 24.666666666666668
57.325, 25.84166666666667, 57.28333333333333, 25.883333333333333, 57.36666666666667, 25.8
58.775, 25.458333333333336, 58.733333333333334, 25.5, 58.81666666666666, 25.416666666666668
58.391666666666666, 25.491666666666667, 58.35, 25.53333333333333, 58.43333333333334, 25.45
59.24166666666667, 25.625, 59.2, 25.666666666666668, 59.28333333333333, 25.583333333333332
54.54166666666667, 24.84166666666667, 54.5, 24.883333333333333, 54.583333333333336, 24.8
54.74166666666667, 26.608333333333334, 54.7, 26.65, 54.78333333333333, 26.566666666666666
58.641666666666666, 25.65833333333333, 58.6, 25.7, 58.68333333333334, 25.616666666666667
54.325, 26.491666666666667, 54.28333333333333, 26.53333333333333, 54.36666666666667, 26.45
58.69166666666666, 25.458333333333336, 58.65, 25.5, 58.733333333333334, 25.416666666666668
54.525000000000006, 26.675, 54.483333333333334, 26.71666666666667, 54.56666666666667, 26.633333333333333
