Centroid Longitude,Centroid Latitude,Top-Left Longitude,Top-Left Latitude,Bottom-Right Longitude,Bottom-Right Latitude
47.95833333333333, 13.958333333333332, 47.916666666666664, 14.0, 48.0, 13.916666666666666
42.825, 11.675, 42.78333333333333, 11.716666666666667, 42.86666666666667, 11.633333333333333
42.25833333333333, 13.525, 42.21666666666667, 13.566666666666666, 42.3, 13.483333333333334
42.90833333333333, 11.691666666666666, 42.86666666666667, 11.733333333333334, 42.95, 11.65
47.875, 13.891666666666666, 47.833333333333336, 13.933333333333334, 47.916666666666664, 13.85
47.75833333333333, 13.841666666666667, 47.71666666666667, 13.883333333333333, 47.8, 13.8
44.391666666666666, 10.475, 44.35, 10.516666666666666, 44.43333333333333, 10.433333333333334
42.99166666666667, 11.691666666666666, 42.95, 11.733333333333334, 43.03333333333333, 11.65
44.90833333333333, 10.475, 44.86666666666667, 10.516666666666666, 44.95, 10.433333333333334
47.95833333333333, 13.875, 47.916666666666664, 13.916666666666666, 48.0, 13.833333333333334
42.608333333333334, 11.525, 42.56666666666667, 11.566666666666666, 42.65, 11.483333333333334
47.358333333333334, 13.708333333333332, 47.31666666666666, 13.75, 47.4, 13.666666666666666
46.625, 13.508333333333333, 46.583333333333336, 13.55, 46.666666666666664, 13.466666666666667
44.30833333333334, 10.508333333333333, 44.266666666666666, 10.55, 44.35, 10.466666666666667
44.474999999999994, 10.475, 44.43333333333333, 10.516666666666666, 44.516666666666666, 10.433333333333334
44.59166666666667, 10.458333333333334, 44.55, 10.5, 44.63333333333333, 10.416666666666668
43.358333333333334, 12.108333333333334, 43.31666666666667, 12.15, 43.4, 12.066666666666666
46.80833333333334, 13.541666666666668, 46.766666666666666, 13.583333333333334, 46.85, 13.5
47.00833333333333, 13.625, 46.96666666666667, 13.666666666666666, 47.05, 13.583333333333334
46.40833333333333, 10.758333333333333, 46.36666666666667, 10.8, 46.45, 10.716666666666667
46.891666666666666, 13.591666666666667, 46.85, 13.633333333333333, 46.93333333333334, 13.55
47.275, 13.691666666666666, 47.233333333333334, 13.733333333333334, 47.31666666666666, 13.65
44.99166666666667, 10.525, 44.95, 10.566666666666666, 45.03333333333333, 10.483333333333334
44.825, 10.491666666666667, 44.78333333333333, 10.533333333333333, 44.86666666666667, 10.45
44.675, 10.475, 44.63333333333333, 10.516666666666666, 44.71666666666667, 10.433333333333334
47.675, 13.808333333333334, 47.63333333333333, 13.85, 47.71666666666667, 13.766666666666666
47.09166666666667, 13.641666666666666, 47.05, 13.683333333333334, 47.13333333333333, 13.6
44.224999999999994, 10.575, 44.18333333333333, 10.616666666666667, 44.266666666666666, 10.533333333333333
44.391666666666666, 12.758333333333333, 44.35, 12.8, 44.43333333333333, 12.716666666666667
42.74166666666667, 11.608333333333334, 42.7, 11.65, 42.78333333333333, 11.566666666666666
46.49166666666667, 10.775, 46.45, 10.816666666666666, 46.53333333333333, 10.733333333333334
44.75833333333333, 12.841666666666667, 44.71666666666667, 12.883333333333333, 44.8, 12.8
44.84166666666667, 10.341666666666667, 44.8, 10.383333333333333, 44.88333333333333, 10.3
43.90833333333333, 10.825, 43.86666666666667, 10.866666666666667, 43.95, 10.783333333333333
47.175, 13.658333333333333, 47.13333333333333, 13.7, 47.21666666666667, 13.616666666666667
43.075, 11.691666666666666, 43.03333333333333, 11.733333333333334, 43.11666666666667, 11.65
47.84166666666667, 13.808333333333334, 47.8, 13.85, 47.88333333333333, 13.766666666666666
44.025, 10.725, 43.983333333333334, 10.766666666666666, 44.06666666666666, 10.683333333333334
44.30833333333334, 12.725, 44.266666666666666, 12.766666666666666, 44.35, 12.683333333333334
44.141666666666666, 10.641666666666666, 44.1, 10.683333333333334, 44.18333333333333, 10.6
45.125, 10.591666666666667, 45.083333333333336, 10.633333333333333, 45.166666666666664, 10.55
45.108333333333334, 10.441666666666666, 45.06666666666666, 10.483333333333334, 45.15, 10.4
46.59166666666667, 10.808333333333334, 46.55, 10.85, 46.63333333333333, 10.766666666666666
44.30833333333334, 12.808333333333334, 44.266666666666666, 12.85, 44.35, 12.766666666666666
42.30833333333334, 13.408333333333333, 42.266666666666666, 13.45, 42.35, 13.366666666666667
46.725, 13.525, 46.68333333333334, 13.566666666666666, 46.766666666666666, 13.483333333333334
43.79166666666667, 10.941666666666666, 43.75, 10.983333333333334, 43.833333333333336, 10.9
47.44166666666666, 13.758333333333333, 47.4, 13.8, 47.483333333333334, 13.716666666666667
46.54166666666667, 13.491666666666667, 46.5, 13.533333333333333, 46.583333333333336, 13.45
46.20833333333333, 10.725, 46.166666666666664, 10.766666666666666, 46.25, 10.683333333333334
45.44166666666666, 13.225, 45.4, 13.266666666666666, 45.483333333333334, 13.183333333333334
46.675, 10.841666666666667, 46.63333333333333, 10.883333333333333, 46.71666666666667, 10.8
43.34166666666667, 12.191666666666666, 43.3, 12.233333333333334, 43.38333333333333, 12.15
43.74166666666667, 11.025, 43.7, 11.066666666666666, 43.78333333333333, 10.983333333333334
46.325, 10.808333333333334, 46.28333333333333, 10.85, 46.36666666666667, 10.766666666666666
47.608333333333334, 13.725, 47.56666666666666, 13.766666666666666, 47.65, 13.683333333333334
45.20833333333333, 10.641666666666666, 45.166666666666664, 10.683333333333334, 45.25, 10.6
44.84166666666667, 12.858333333333334, 44.8, 12.9, 44.88333333333333, 12.816666666666666
47.525, 11.125, 47.483333333333334, 11.166666666666668, 47.56666666666666, 11.083333333333332
44.925, 10.341666666666667, 44.88333333333333, 10.383333333333333, 44.96666666666667, 10.3
45.99166666666667, 10.708333333333334, 45.95, 10.75, 46.03333333333333, 10.666666666666668
43.875, 10.908333333333333, 43.833333333333336, 10.95, 43.916666666666664, 10.866666666666667
