Centroid Longitude,Centroid Latitude,Top-Left Longitude,Top-Left Latitude,Bottom-Right Longitude,Bottom-Right Latitude
17.125, 19.741666666666667, 17.083333333333332, 19.78333333333333, 17.166666666666668, 19.7
16.84166666666667, 20.075, 16.8, 20.116666666666667, 16.883333333333333, 20.03333333333333
17.041666666666664, 19.741666666666667, 17.0, 19.78333333333333, 17.083333333333332, 19.7
16.475, 21.058333333333334, 16.433333333333334, 21.1, 16.516666666666666, 21.016666666666666
17.058333333333334, 19.825, 17.016666666666666, 19.866666666666667, 17.1, 19.78333333333333
16.125, 20.65833333333333, 16.083333333333332, 20.7, 16.166666666666668, 20.616666666666667
15.808333333333334, 21.258333333333333, 15.766666666666666, 21.3, 15.85, 21.21666666666667
16.65833333333333, 20.058333333333334, 16.616666666666667, 20.1, 16.7, 20.016666666666666
17.09166666666667, 19.65833333333333, 17.05, 19.7, 17.133333333333333, 19.616666666666667
12.041666666666668, 21.65833333333333, 12.0, 21.7, 12.083333333333334, 21.616666666666667
16.675, 20.141666666666666, 16.633333333333333, 20.183333333333334, 16.71666666666667, 20.1
16.575, 20.09166666666667, 16.53333333333333, 20.133333333333333, 16.616666666666667, 20.05
12.041666666666668, 21.475, 12.0, 21.516666666666666, 12.083333333333334, 21.433333333333334
17.958333333333336, 19.625, 17.916666666666668, 19.666666666666668, 18.0, 19.583333333333332
15.725, 21.491666666666667, 15.683333333333334, 21.53333333333333, 15.766666666666666, 21.45
15.891666666666666, 21.208333333333336, 15.85, 21.25, 15.933333333333334, 21.166666666666668
16.108333333333334, 20.575, 16.066666666666666, 20.616666666666667, 16.15, 20.53333333333333
15.808333333333334, 21.175, 15.766666666666666, 21.21666666666667, 15.85, 21.133333333333333
17.208333333333336, 19.758333333333333, 17.166666666666668, 19.8, 17.25, 19.71666666666667
16.625, 19.975, 16.583333333333332, 20.016666666666666, 16.666666666666668, 19.933333333333334
16.858333333333334, 19.925, 16.816666666666666, 19.96666666666667, 16.9, 19.883333333333333
17.008333333333333, 19.65833333333333, 16.96666666666667, 19.7, 17.05, 19.616666666666667
16.008333333333333, 20.875, 15.966666666666667, 20.916666666666668, 16.05, 20.833333333333332
12.041666666666668, 21.575, 12.0, 21.616666666666667, 12.083333333333334, 21.53333333333333
16.958333333333336, 19.741666666666667, 16.916666666666668, 19.78333333333333, 17.0, 19.7
17.725, 22.008333333333333, 17.683333333333334, 22.05, 17.766666666666666, 21.96666666666667
17.175, 19.59166666666667, 17.133333333333333, 19.633333333333333, 17.21666666666667, 19.55
15.725, 21.241666666666667, 15.683333333333334, 21.28333333333333, 15.766666666666666, 21.2
12.041666666666668, 21.391666666666666, 12.0, 21.433333333333334, 12.083333333333334, 21.35
17.958333333333336, 19.708333333333336, 17.916666666666668, 19.75, 18.0, 19.666666666666668
16.491666666666667, 20.075, 16.45, 20.116666666666667, 16.53333333333333, 20.03333333333333
12.125, 21.225, 12.083333333333334, 21.266666666666666, 12.166666666666666, 21.183333333333334
16.291666666666664, 20.15833333333333, 16.25, 20.2, 16.333333333333332, 20.116666666666667
17.258333333333333, 19.558333333333334, 17.21666666666667, 19.6, 17.3, 19.516666666666666
15.891666666666666, 21.125, 15.85, 21.166666666666668, 15.933333333333334, 21.083333333333332
15.758333333333333, 21.65833333333333, 15.716666666666667, 21.7, 15.8, 21.616666666666667
17.34166666666667, 19.491666666666667, 17.3, 19.53333333333333, 17.383333333333333, 19.45
15.691666666666666, 21.40833333333333, 15.65, 21.45, 15.733333333333334, 21.366666666666667
17.09166666666667, 19.575, 17.05, 19.616666666666667, 17.133333333333333, 19.53333333333333
15.508333333333333, 21.675, 15.466666666666667, 21.71666666666667, 15.55, 21.633333333333333
15.725, 21.575, 15.683333333333334, 21.616666666666667, 15.766666666666666, 21.53333333333333
16.541666666666664, 19.991666666666667, 16.5, 20.03333333333333, 16.583333333333332, 19.95
15.291666666666668, 22.391666666666666, 15.25, 22.433333333333334, 15.333333333333334, 22.35
16.025, 20.558333333333334, 15.983333333333334, 20.6, 16.066666666666666, 20.516666666666666
17.941666666666666, 19.541666666666664, 17.9, 19.583333333333332, 17.983333333333334, 19.5
15.558333333333334, 21.575, 15.516666666666666, 21.616666666666667, 15.6, 21.53333333333333
16.34166666666667, 20.241666666666667, 16.3, 20.28333333333333, 16.383333333333333, 20.2
15.508333333333333, 22.15833333333333, 15.466666666666667, 22.2, 15.55, 22.116666666666667
17.208333333333336, 19.675, 17.166666666666668, 19.71666666666667, 17.25, 19.633333333333333
17.491666666666667, 19.608333333333334, 17.45, 19.65, 17.53333333333333, 19.566666666666666
17.175, 19.508333333333333, 17.133333333333333, 19.55, 17.21666666666667, 19.46666666666667
15.641666666666666, 21.525, 15.6, 21.566666666666666, 15.683333333333334, 21.483333333333334
17.59166666666667, 19.541666666666664, 17.55, 19.583333333333332, 17.633333333333333, 19.5
15.325, 22.308333333333334, 15.283333333333333, 22.35, 15.366666666666667, 22.266666666666666
15.725, 21.15833333333333, 15.683333333333334, 21.2, 15.766666666666666, 21.116666666666667
16.975, 19.825, 16.933333333333334, 19.866666666666667, 17.016666666666666, 19.78333333333333
12.041666666666668, 21.741666666666667, 12.0, 21.78333333333333, 12.083333333333334, 21.7
15.441666666666666, 22.325000000000003, 15.4, 22.366666666666667, 15.483333333333334, 22.283333333333335
16.791666666666664, 21.641666666666666, 16.75, 21.683333333333334, 16.833333333333332, 21.6
16.858333333333334, 21.791666666666664, 16.816666666666666, 21.833333333333332, 16.9, 21.75
